State,District,Season,Crop
bihar,kishanganj,Rabi,Maize
bihar,kishanganj,Kharif,Mesta
bihar,kishanganj,Rabi,Linseed
bihar,lakhisarai,Rabi,Gram
bihar,lakhisarai,Kharif,Arhar/Tur
bihar,lakhisarai,Rabi,Wheat
bihar,lakhisarai,Rabi,Rapeseed &Mustard
bihar,madhepura,Rabi,Linseed
bihar,madhepura,Kharif,Jute
bihar,madhepura,Kharif,Arhar/Tur
bihar,madhepura,Kharif,Mesta
bihar,madhepura,Summer,Rice
bihar,madhepura,Summer,Maize
bihar,madhepura,Rabi,Wheat
bihar,madhepura,Rabi,Rapeseed &Mustard
bihar,madhepura,Rabi,Maize
bihar,madhubani,Rabi,Maize
bihar,madhubani,Kharif,Arhar/Tur
bihar,madhubani,Summer,Rice
bihar,madhubani,Summer,Maize
bihar,madhubani,Rabi,Wheat
bihar,madhubani,Rabi,Rapeseed &Mustard
bihar,madhubani,Rabi,Gram
bihar,madhubani,Rabi,Linseed
bihar,munger,Rabi,Linseed
bihar,munger,Kharif,Arhar/Tur
bihar,munger,Summer,Maize
bihar,munger,Rabi,Wheat
bihar,munger,Rabi,Rapeseed &Mustard
bihar,munger,Rabi,Maize
bihar,munger,Rabi,Gram
bihar,muzaffarpur,Rabi,Maize
bihar,muzaffarpur,Summer,Maize
bihar,muzaffarpur,Kharif,Mesta
bihar,muzaffarpur,Rabi,Wheat
bihar,muzaffarpur,Rabi,Rapeseed &Mustard
bihar,muzaffarpur,Kharif,Arhar/Tur
bihar,nalanda,Rabi,Maize
bihar,nalanda,Kharif,Arhar/Tur
bihar,nalanda,Summer,Maize
bihar,nalanda,Rabi,Wheat
bihar,nalanda,Rabi,Rapeseed &Mustard
bihar,nalanda,Rabi,Gram
bihar,nawada,Rabi,Linseed
bihar,nawada,Kharif,Arhar/Tur
bihar,nawada,Summer,Maize
bihar,nawada,Rabi,Wheat
bihar,nawada,Rabi,Rapeseed &Mustard
bihar,paschim champaran,Rabi,Linseed
bihar,paschim champaran,Rabi,Maize
bihar,paschim champaran,Kharif,Arhar/Tur
bihar,paschim champaran,Summer,Rice
bihar,paschim champaran,Summer,Maize
bihar,paschim champaran,Rabi,Wheat
bihar,paschim champaran,Rabi,Rapeseed &Mustard
bihar,patna,Rabi,Maize
bihar,patna,Kharif,Arhar/Tur
bihar,patna,Summer,Maize
bihar,patna,Rabi,Wheat
bihar,patna,Rabi,Rapeseed &Mustard
bihar,patna,Rabi,Linseed
bihar,patna,Rabi,Gram
bihar,purba champaran,Kharif,Arhar/Tur
bihar,purba champaran,Summer,Maize
bihar,purba champaran,Rabi,Wheat
bihar,purba champaran,Rabi,Rapeseed &Mustard
bihar,purba champaran,Rabi,Maize
bihar,purnia,Kharif,Arhar/Tur
bihar,purnia,Summer,Rice
bihar,purnia,Summer,Maize
bihar,purnia,Rabi,Wheat
bihar,purnia,Rabi,Rapeseed &Mustard
bihar,purnia,Rabi,Gram
bihar,purnia,Kharif,Jute
bihar,purnia,Rabi,Maize
bihar,purnia,Kharif,Mesta
bihar,rohtas,Kharif,Arhar/Tur
bihar,rohtas,Rabi,Wheat
bihar,rohtas,Rabi,Rapeseed &Mustard
bihar,rohtas,Rabi,Linseed
bihar,rohtas,Rabi,Gram
bihar,saharsa,Rabi,Linseed
bihar,saharsa,Summer,Rice
bihar,saharsa,Summer,Maize
bihar,saharsa,Rabi,Wheat
bihar,saharsa,Rabi,Rapeseed &Mustard
bihar,saharsa,Kharif,Jute
bihar,saharsa,Rabi,Maize
bihar,samastipur,Rabi,Maize
bihar,samastipur,Rabi,Rapeseed &Mustard
bihar,samastipur,Kharif,Arhar/Tur
bihar,samastipur,Rabi,Gram
bihar,samastipur,Rabi,Linseed
bihar,samastipur,Summer,Maize
bihar,samastipur,Rabi,Wheat
bihar,saran,Kharif,Arhar/Tur
bihar,saran,Rabi,Gram
bihar,saran,Summer,Maize
bihar,saran,Rabi,Wheat
bihar,saran,Rabi,Rapeseed &Mustard
bihar,saran,Rabi,Maize
bihar,sheikhpura,Rabi,Linseed
bihar,sheikhpura,Rabi,Gram
bihar,sheikhpura,Kharif,Arhar/Tur
bihar,sheikhpura,Rabi,Wheat
bihar,sheikhpura,Rabi,Rapeseed &Mustard
bihar,sheohar,Kharif,Arhar/Tur
bihar,sheohar,Rabi,Wheat
bihar,sheohar,Rabi,Rapeseed &Mustard
bihar,sheohar,Rabi,Maize
bihar,sheohar,Rabi,Linseed
bihar,sitamarhi,Rabi,Maize
bihar,sitamarhi,Kharif,Arhar/Tur
bihar,sitamarhi,Summer,Maize
bihar,sitamarhi,Rabi,Wheat
bihar,sitamarhi,Rabi,Rapeseed &Mustard
bihar,sitamarhi,Rabi,Linseed
bihar,siwan,Rabi,Maize
bihar,siwan,Rabi,Linseed
bihar,siwan,Kharif,Arhar/Tur
bihar,siwan,Kharif,Bajra
bihar,siwan,Summer,Maize
bihar,siwan,Rabi,Wheat
bihar,siwan,Rabi,Rapeseed &Mustard
bihar,siwan,Rabi,Gram
bihar,supaul,Rabi,Maize
bihar,supaul,Summer,Rice
bihar,supaul,Summer,Maize
bihar,supaul,Rabi,Wheat
bihar,supaul,Rabi,Rapeseed &Mustard
bihar,supaul,Kharif,Jute
bihar,supaul,Kharif,Mesta
bihar,supaul,Rabi,Linseed
bihar,vaishali,Kharif,Arhar/Tur
bihar,vaishali,Summer,Rice
bihar,vaishali,Summer,Maize
bihar,vaishali,Rabi,Wheat
bihar,vaishali,Rabi,Rapeseed &Mustard
bihar,vaishali,Rabi,Maize
karnataka,bangalore rural,Kharif,Rice
karnataka,bangalore rural,Summer,Rice
karnataka,bangalore urban,Kharif,Arhar/Tur
karnataka,bangalore urban,Kharif,Horse-gram
karnataka,bangalore urban,Rabi,Maize
karnataka,bangalore urban,Kharif,Rice
karnataka,bangalore urban,Kharif,Ragi
karnataka,bangalore urban,Rabi,Ragi
karnataka,bangalore urban,Summer,Maize
karnataka,bangalore urban,Summer,Ragi
karnataka,bangalore urban,Kharif,Maize
karnataka,bangalore urban,Summer,Rice
karnataka,bangalore urban,Rabi,Horse-gram
karnataka,bangalore urban,Whole Year,Coriander
karnataka,bangalore urban,Kharif,Groundnut
karnataka,belgam,Kharif,Arhar/Tur
karnataka,belgam,Kharif,Ragi
karnataka,belgam,Summer,Maize
karnataka,belgam,Summer,Jowar
karnataka,belgam,Rabi,Wheat
karnataka,belgam,Kharif,Bajra
karnataka,belgam,Rabi,Maize
karnataka,belgam,Rabi,Jowar
karnataka,belgam,Rabi,Horse-gram
karnataka,belgam,Kharif,Rice
karnataka,belgam,Whole Year,Turmeric
karnataka,belgam,Kharif,Jowar
karnataka,belgam,Kharif,Maize
karnataka,belgam,Kharif,Horse-gram
karnataka,belgam,Kharif,Groundnut
karnataka,bellary,Kharif,Arhar/Tur
karnataka,bellary,Kharif,Horse-gram
karnataka,bellary,Kharif,Ragi
karnataka,bellary,Rabi,Horse-gram
karnataka,bellary,Rabi,Jowar
karnataka,bellary,Rabi,Maize
karnataka,bellary,Kharif,Bajra
karnataka,bellary,Rabi,Wheat
karnataka,bellary,Kharif,Maize
karnataka,bellary,Kharif,Jowar
karnataka,bellary,Kharif,Groundnut
karnataka,bellary,Summer,Jowar
karnataka,bellary,Summer,Maize
karnataka,bellary,Summer,Rice
karnataka,bellary,Whole Year,Coriander
karnataka,bellary,Kharif,Rice
karnataka,bidar,Kharif,Arhar/Tur
karnataka,bidar,Kharif,Jowar
karnataka,bidar,Whole Year,Coriander
karnataka,bidar,Rabi,Wheat
karnataka,bidar,Kharif,Bajra
karnataka,bidar,Rabi,Maize
karnataka,bidar,Rabi,Jowar
karnataka,bidar,Kharif,Rice
karnataka,bidar,Kharif,Maize
karnataka,bidar,Whole Year,Turmeric
karnataka,bidar,Kharif,Groundnut
karnataka,bijapur,Kharif,Arhar/Tur
karnataka,bijapur,Kharif,Maize
karnataka,bijapur,Whole Year,Coriander
karnataka,bijapur,Summer,Maize
karnataka,bijapur,Rabi,Wheat
karnataka,bijapur,Kharif,Bajra
karnataka,bijapur,Rabi,Maize
karnataka,bijapur,Rabi,Jowar
karnataka,bijapur,Kharif,Rice
karnataka,bijapur,Whole Year,Turmeric
karnataka,bijapur,Kharif,Groundnut
karnataka,bijapur,Kharif,Horse-gram
karnataka,chikmagalur,Kharif,Arhar/Tur
karnataka,chikmagalur,Rabi,Jowar
karnataka,chikmagalur,Kharif,Maize
karnataka,chikmagalur,Kharif,Jowar
karnataka,chikmagalur,Kharif,Horse-gram
karnataka,chikmagalur,Kharif,Groundnut
karnataka,chikmagalur,Kharif,Ragi
karnataka,chikmagalur,Rabi,Horse-gram
karnataka,chikmagalur,Summer,Rice
karnataka,chikmagalur,Whole Year,Coriander
karnataka,chikmagalur,Kharif,Rice
karnataka,chitradurga,Kharif,Arhar/Tur
karnataka,chitradurga,Kharif,Ragi
karnataka,chitradurga,Whole Year,Coriander
karnataka,chitradurga,Summer,Rice
karnataka,chitradurga,Summer,Ragi
karnataka,chitradurga,Summer,Maize
karnataka,chitradurga,Summer,Jowar
karnataka,chitradurga,Rabi,Wheat
karnataka,chitradurga,Kharif,Bajra
karnataka,chitradurga,Rabi,Ragi
karnataka,chitradurga,Rabi,Maize
karnataka,chitradurga,Rabi,Jowar
karnataka,chitradurga,Rabi,Horse-gram
karnataka,chitradurga,Kharif,Rice
karnataka,chitradurga,Rabi,Rice
karnataka,chitradurga,Kharif,Horse-gram
karnataka,chitradurga,Kharif,Maize
karnataka,chitradurga,Kharif,Jowar
karnataka,chitradurga,Kharif,Groundnut
karnataka,dharwad,Kharif,Arhar/Tur
karnataka,dharwad,Kharif,Maize
karnataka,dharwad,Summer,Rice
karnataka,dharwad,Summer,Maize
karnataka,dharwad,Rabi,Wheat
karnataka,dharwad,Rabi,Maize
karnataka,dharwad,Rabi,Jowar
karnataka,dharwad,Rabi,Horse-gram
karnataka,dharwad,Kharif,Rice
karnataka,dharwad,Kharif,Ragi
karnataka,dharwad,Whole Year,Coriander
karnataka,dharwad,Kharif,Jowar
karnataka,dharwad,Kharif,Horse-gram
karnataka,dharwad,Kharif,Groundnut
karnataka,gulbarga,Kharif,Arhar/Tur
karnataka,gulbarga,Kharif,Groundnut
karnataka,gulbarga,Rabi,Jowar
karnataka,gulbarga,Rabi,Maize
karnataka,gulbarga,Kharif,Bajra
karnataka,gulbarga,Rabi,Rice
karnataka,gulbarga,Kharif,Jowar
karnataka,gulbarga,Kharif,Horse-gram
karnataka,gulbarga,Kharif,Maize
karnataka,gulbarga,Rabi,Wheat
karnataka,gulbarga,Summer,Maize
karnataka,gulbarga,Summer,Rice
karnataka,gulbarga,Whole Year,Coriander
karnataka,gulbarga,Kharif,Rice
karnataka,hassan,Kharif,Arhar/Tur
karnataka,hassan,Kharif,Maize
karnataka,hassan,Whole Year,Coriander
karnataka,hassan,Summer,Rice
karnataka,hassan,Summer,Ragi
karnataka,hassan,Rabi,Rice
karnataka,hassan,Rabi,Ragi
karnataka,hassan,Rabi,Maize
karnataka,hassan,Rabi,Horse-gram
karnataka,hassan,Kharif,Rice
karnataka,hassan,Kharif,Ragi
karnataka,hassan,Whole Year,Turmeric
karnataka,hassan,Kharif,Jowar
karnataka,hassan,Kharif,Groundnut
karnataka,hassan,Kharif,Horse-gram
karnataka,kodagu,Kharif,Maize
karnataka,kodagu,Kharif,Rice
karnataka,kodagu,Summer,Rice
karnataka,kolar,Kharif,Arhar/Tur
karnataka,kolar,Kharif,Rice
karnataka,kolar,Rabi,Horse-gram
karnataka,kolar,Whole Year,Coriander
karnataka,kolar,Kharif,Ragi
karnataka,kolar,Rabi,Ragi
karnataka,kolar,Summer,Maize
karnataka,kolar,Kharif,Groundnut
karnataka,kolar,Kharif,Horse-gram
karnataka,kolar,Kharif,Maize
karnataka,kolar,Summer,Ragi
karnataka,mandya,Kharif,Arhar/Tur
karnataka,mandya,Kharif,Horse-gram
karnataka,mandya,Summer,Rice
karnataka,mandya,Summer,Ragi
karnataka,mandya,Rabi,Ragi
karnataka,mandya,Rabi,Horse-gram
karnataka,mandya,Kharif,Rice
karnataka,mandya,Kharif,Ragi
karnataka,mandya,Whole Year,Turmeric
karnataka,mandya,Kharif,Groundnut
karnataka,mysore,Kharif,Arhar/Tur
karnataka,mysore,Kharif,Maize
karnataka,mysore,Whole Year,Coriander
karnataka,mysore,Summer,Rice
karnataka,mysore,Summer,Ragi
karnataka,mysore,Summer,Maize
karnataka,mysore,Rabi,Ragi
karnataka,mysore,Rabi,Maize
karnataka,mysore,Rabi,Horse-gram
karnataka,mysore,Kharif,Rice
karnataka,mysore,Kharif,Ragi
karnataka,mysore,Whole Year,Turmeric
karnataka,mysore,Kharif,Jowar
karnataka,mysore,Kharif,Groundnut
karnataka,raichur,Kharif,Arhar/Tur
karnataka,raichur,Rabi,Jowar
karnataka,raichur,Kharif,Rice
karnataka,raichur,Rabi,Wheat
karnataka,raichur,Kharif,Maize
karnataka,raichur,Kharif,Horse-gram
karnataka,raichur,Kharif,Groundnut
karnataka,raichur,Kharif,Bajra
karnataka,raichur,Summer,Rice
karnataka,raichur,Rabi,Horse-gram
karnataka,shimoga,Kharif,Arhar/Tur
karnataka,shimoga,Kharif,Horse-gram
karnataka,shimoga,Summer,Rice
karnataka,shimoga,Summer,Jowar
karnataka,shimoga,Rabi,Jowar
karnataka,shimoga,Rabi,Horse-gram
karnataka,shimoga,Kharif,Rice
karnataka,shimoga,Kharif,Ragi
karnataka,shimoga,Kharif,Maize
karnataka,shimoga,Kharif,Jowar
karnataka,shimoga,Whole Year,Turmeric
karnataka,shimoga,Kharif,Groundnut
karnataka,tumkur,Kharif,Arhar/Tur
karnataka,tumkur,Summer,Rice
karnataka,tumkur,Rabi,Maize
karnataka,tumkur,Rabi,Ragi
karnataka,tumkur,Rabi,Rice
karnataka,tumkur,Kharif,Rice
karnataka,tumkur,Kharif,Groundnut
karnataka,tumkur,Kharif,Horse-gram
karnataka,tumkur,Kharif,Bajra
karnataka,tumkur,Kharif,Maize
karnataka,tumkur,Kharif,Ragi
karnataka,tumkur,Summer,Maize
karnataka,tumkur,Summer,Ragi
karnataka,tumkur,Rabi,Horse-gram
kerala,idukki,Whole Year,Tapioca
kerala,idukki,Whole Year,Coconut
kerala,idukki,Whole Year,Cashewnut
kerala,idukki,Whole Year,Arecanut
kerala,idukki,Whole Year,Black pepper
maharashtra,ahmednagar,Kharif,Ragi
maharashtra,ahmednagar,Kharif,Rice
maharashtra,ahmednagar,Kharif,Bajra
maharashtra,ahmednagar,Kharif,Arhar/Tur
maharashtra,ahmednagar,Kharif,Moong(Green Gram)
maharashtra,ahmednagar,Rabi,Wheat
maharashtra,akola,Kharif,Arhar/Tur
maharashtra,akola,Kharif,Moong(Green Gram)
maharashtra,akola,Rabi,Wheat
maharashtra,akola,Kharif,Bajra
maharashtra,amravati,Kharif,Arhar/Tur
maharashtra,amravati,Kharif,Moong(Green Gram)
maharashtra,amravati,Kharif,Rice
maharashtra,aurangabad,Kharif,Arhar/Tur
maharashtra,aurangabad,Kharif,Moong(Green Gram)
maharashtra,aurangabad,Kharif,Bajra
maharashtra,aurangabad,Rabi,Wheat
maharashtra,beed,Kharif,Arhar/Tur
maharashtra,beed,Kharif,Rice
maharashtra,beed,Kharif,Bajra
maharashtra,beed,Kharif,Moong(Green Gram)
maharashtra,beed,Rabi,Wheat
maharashtra,bhandara,Kharif,Arhar/Tur
maharashtra,bhandara,Kharif,Moong(Green Gram)
maharashtra,bhandara,Kharif,Rice
maharashtra,buldana,Kharif,Arhar/Tur
maharashtra,buldana,Kharif,Moong(Green Gram)
maharashtra,buldana,Rabi,Wheat
maharashtra,buldana,Kharif,Bajra
maharashtra,chandrapur,Kharif,Arhar/Tur
maharashtra,chandrapur,Kharif,Rice
maharashtra,chandrapur,Kharif,Moong(Green Gram)
maharashtra,dhule,Kharif,Arhar/Tur
maharashtra,dhule,Kharif,Moong(Green Gram)
maharashtra,dhule,Kharif,Bajra
maharashtra,dhule,Kharif,Rice
maharashtra,dhule,Kharif,Ragi
maharashtra,dhule,Rabi,Wheat
maharashtra,gadchiroli,Kharif,Arhar/Tur
maharashtra,gadchiroli,Kharif,Rice
maharashtra,jalgaon,Rabi,Wheat
maharashtra,jalgaon,Kharif,Moong(Green Gram)
maharashtra,jalgaon,Kharif,Bajra
maharashtra,jalgaon,Kharif,Arhar/Tur
maharashtra,jalna,Kharif,Arhar/Tur
maharashtra,jalna,Kharif,Moong(Green Gram)
maharashtra,jalna,Kharif,Bajra
maharashtra,jalna,Rabi,Wheat
maharashtra,kolhapur,Kharif,Arhar/Tur
maharashtra,kolhapur,Kharif,Moong(Green Gram)
maharashtra,kolhapur,Rabi,Wheat
maharashtra,kolhapur,Kharif,Rice
maharashtra,kolhapur,Kharif,Ragi
maharashtra,latur,Kharif,Arhar/Tur
maharashtra,latur,Kharif,Rice
maharashtra,latur,Rabi,Wheat
maharashtra,latur,Kharif,Moong(Green Gram)
maharashtra,latur,Kharif,Bajra
maharashtra,nagpur,Kharif,Arhar/Tur
maharashtra,nagpur,Kharif,Moong(Green Gram)
maharashtra,nagpur,Kharif,Rice
maharashtra,nanded,Kharif,Arhar/Tur
maharashtra,nanded,Kharif,Rice
maharashtra,nanded,Rabi,Wheat
maharashtra,nanded,Kharif,Moong(Green Gram)
maharashtra,nashik,Kharif,Rice
maharashtra,nashik,Kharif,Ragi
maharashtra,nashik,Kharif,Bajra
maharashtra,nashik,Kharif,Arhar/Tur
maharashtra,nashik,Rabi,Wheat
maharashtra,nashik,Kharif,Moong(Green Gram)
maharashtra,osmanabad,Kharif,Arhar/Tur
maharashtra,osmanabad,Kharif,Bajra
maharashtra,osmanabad,Rabi,Wheat
maharashtra,osmanabad,Kharif,Rice
maharashtra,osmanabad,Kharif,Moong(Green Gram)
maharashtra,parbhani,Kharif,Arhar/Tur
maharashtra,parbhani,Kharif,Rice
maharashtra,parbhani,Rabi,Wheat
maharashtra,parbhani,Kharif,Bajra
maharashtra,parbhani,Kharif,Moong(Green Gram)
maharashtra,pune,Kharif,Arhar/Tur
maharashtra,pune,Kharif,Bajra
maharashtra,pune,Rabi,Wheat
maharashtra,pune,Kharif,Rice
maharashtra,pune,Kharif,Ragi
maharashtra,pune,Kharif,Moong(Green Gram)
maharashtra,sangli,Kharif,Arhar/Tur
maharashtra,sangli,Kharif,Moong(Green Gram)
maharashtra,sangli,Kharif,Rice
maharashtra,sangli,Rabi,Wheat
maharashtra,sangli,Kharif,Bajra
maharashtra,satara,Kharif,Arhar/Tur
maharashtra,satara,Kharif,Ragi
maharashtra,satara,Rabi,Wheat
maharashtra,satara,Kharif,Bajra
maharashtra,satara,Kharif,Moong(Green Gram)
maharashtra,satara,Kharif,Rice
maharashtra,wardha,Kharif,Arhar/Tur
maharashtra,wardha,Kharif,Moong(Green Gram)
maharashtra,yeotmal,Kharif,Arhar/Tur
maharashtra,yeotmal,Kharif,Bajra
maharashtra,yeotmal,Kharif,Moong(Green Gram)
meghalaya,east garo hills,Rabi,Rapeseed &Mustard
meghalaya,east garo hills,Whole Year,Sugarcane
meghalaya,east garo hills,Rabi,Gram
meghalaya,east garo hills,Kharif,Mesta
meghalaya,east khasi hills,Rabi,Rapeseed &Mustard
meghalaya,west garo hills,Kharif,Mesta
meghalaya,west garo hills,Whole Year,Sugarcane
meghalaya,west garo hills,Rabi,Rapeseed &Mustard
meghalaya,west garo hills,Rabi,Gram
meghalaya,west khasi hills,Whole Year,Sugarcane
meghalaya,west khasi hills,Rabi,Rapeseed &Mustard
nagaland,kohima,Kharif,Rice
nagaland,kohima,Kharif,Maize
nagaland,mokokchung,Kharif,Rice
nagaland,mokokchung,Kharif,Maize
nagaland,mon,Kharif,Rice
nagaland,mon,Kharif,Maize
nagaland,phek,Kharif,Rice
nagaland,phek,Kharif,Maize
nagaland,tuensang,Kharif,Rice
nagaland,tuensang,Kharif,Maize
nagaland,wokha,Kharif,Rice
nagaland,wokha,Kharif,Maize
nagaland,zunheboto,Kharif,Rice
nagaland,zunheboto,Kharif,Maize
punjab,amritsar,Kharif,Arhar/Tur
punjab,amritsar,Rabi,Wheat
punjab,amritsar,Kharif,Rice
punjab,amritsar,Kharif,Sesamum
punjab,bhatinda,Kharif,Rice
punjab,bhatinda,Rabi,Barley
punjab,bhatinda,Rabi,Gram
punjab,bhatinda,Rabi,Wheat
punjab,faridkot,Kharif,Rice
punjab,faridkot,Rabi,Wheat
punjab,fatehgarh sahib,Kharif,Rice
punjab,fatehgarh sahib,Rabi,Wheat
punjab,firozpur,Kharif,Rice
punjab,firozpur,Rabi,Wheat
punjab,firozpur,Kharif,Sesamum
punjab,gurdaspur,Kharif,Maize
punjab,gurdaspur,Kharif,Rice
punjab,gurdaspur,Rabi,Masoor
punjab,gurdaspur,Rabi,Wheat
punjab,hoshiarpur,Rabi,Masoor
punjab,hoshiarpur,Kharif,Groundnut
punjab,hoshiarpur,Kharif,Maize
punjab,hoshiarpur,Rabi,Wheat
punjab,hoshiarpur,Kharif,Rice
punjab,hoshiarpur,Kharif,Sesamum
punjab,jalandhar,Kharif,Arhar/Tur
punjab,jalandhar,Kharif,Sesamum
punjab,jalandhar,Rabi,Wheat
punjab,jalandhar,Kharif,Maize
punjab,jalandhar,Kharif,Rice
punjab,kapurthala,Kharif,Maize
punjab,kapurthala,Kharif,Rice
punjab,kapurthala,Rabi,Wheat
punjab,ludhiana,Kharif,Arhar/Tur
punjab,ludhiana,Kharif,Maize
punjab,ludhiana,Rabi,Wheat
punjab,ludhiana,Kharif,Rice
punjab,ludhiana,Rabi,Barley
punjab,mansa,Rabi,Barley
punjab,mansa,Rabi,Wheat
punjab,mansa,Kharif,Rice
punjab,moga,Kharif,Arhar/Tur
punjab,moga,Kharif,Rice
punjab,moga,Rabi,Wheat
punjab,muktsar,Rabi,Barley
punjab,muktsar,Kharif,Rice
punjab,muktsar,Rabi,Wheat
punjab,muktsar,Rabi,Gram
punjab,muktsar,Kharif,Sesamum
punjab,nawanshahr,Kharif,Maize
punjab,nawanshahr,Kharif,Rice
punjab,nawanshahr,Rabi,Wheat
punjab,patiala,Kharif,Maize
punjab,patiala,Rabi,Wheat
punjab,patiala,Kharif,Rice
punjab,rupnagar,Rabi,Wheat
punjab,rupnagar,Kharif,Maize
punjab,rupnagar,Kharif,Rice
punjab,sangrur,Kharif,Arhar/Tur
punjab,sangrur,Kharif,Rice
punjab,sangrur,Rabi,Wheat
punjab,sangrur,Rabi,Barley
uttar pradesh,agra,Rabi,Wheat
uttar pradesh,agra,Kharif,Jowar
uttar pradesh,agra,Rabi,Barley
uttar pradesh,agra,Rabi,Rapeseed &Mustard
uttar pradesh,agra,Kharif,Rice
uttar pradesh,agra,Kharif,Bajra
uttar pradesh,agra,Kharif,Maize
uttar pradesh,agra,Rabi,Gram
uttar pradesh,aligarh,Kharif,Rice
uttar pradesh,aligarh,Kharif,Bajra
uttar pradesh,aligarh,Rabi,Rapeseed &Mustard
uttar pradesh,aligarh,Rabi,Barley
uttar pradesh,aligarh,Kharif,Maize
uttar pradesh,aligarh,Rabi,Wheat
uttar pradesh,allahabad,Kharif,Rice
uttar pradesh,allahabad,Rabi,Wheat
uttar pradesh,allahabad,Kharif,Bajra
uttar pradesh,allahabad,Kharif,Jowar
uttar pradesh,allahabad,Kharif,Maize
uttar pradesh,allahabad,Rabi,Gram
uttar pradesh,allahabad,Rabi,Barley
uttar pradesh,ambedkar nagar,Rabi,Gram
uttar pradesh,ambedkar nagar,Rabi,Wheat
uttar pradesh,ambedkar nagar,Rabi,Rapeseed &Mustard
uttar pradesh,ambedkar nagar,Kharif,Bajra
uttar pradesh,ambedkar nagar,Kharif,Jowar
uttar pradesh,ambedkar nagar,Kharif,Maize
uttar pradesh,ambedkar nagar,Rabi,Barley
uttar pradesh,ambedkar nagar,Kharif,Rice
uttar pradesh,auraiya,Rabi,Gram
uttar pradesh,auraiya,Rabi,Wheat
uttar pradesh,auraiya,Rabi,Rapeseed &Mustard
uttar pradesh,auraiya,Kharif,Jowar
uttar pradesh,auraiya,Kharif,Maize
uttar pradesh,auraiya,Kharif,Bajra
uttar pradesh,auraiya,Kharif,Rice
uttar pradesh,auraiya,Rabi,Barley
uttar pradesh,azamgarh,Rabi,Barley
uttar pradesh,azamgarh,Kharif,Bajra
uttar pradesh,azamgarh,Rabi,Gram
uttar pradesh,azamgarh,Rabi,Wheat
uttar pradesh,azamgarh,Kharif,Maize
uttar pradesh,azamgarh,Rabi,Rapeseed &Mustard
uttar pradesh,azamgarh,Kharif,Rice
uttar pradesh,baghpat,Rabi,Wheat
uttar pradesh,baghpat,Kharif,Rice
uttar pradesh,baghpat,Rabi,Rapeseed &Mustard
uttar pradesh,baghpat,Kharif,Bajra
uttar pradesh,baghpat,Rabi,Barley
uttar pradesh,bahraich,Kharif,Rice
uttar pradesh,bahraich,Rabi,Rapeseed &Mustard
uttar pradesh,bahraich,Kharif,Jowar
uttar pradesh,bahraich,Rabi,Gram
uttar pradesh,bahraich,Kharif,Maize
uttar pradesh,bahraich,Rabi,Barley
uttar pradesh,ballia,Rabi,Rapeseed &Mustard
uttar pradesh,ballia,Rabi,Barley
uttar pradesh,ballia,Rabi,Wheat
uttar pradesh,ballia,Kharif,Jowar
uttar pradesh,ballia,Kharif,Maize
uttar pradesh,ballia,Kharif,Rice
uttar pradesh,ballia,Kharif,Bajra
